organisation,wikidata,name,website,statistical-geography,toid,opendatacommunities,esd-inventories,start-date,end-date
government-organisation:OT778,,Council for Catholic Maintained Schools,https://www.gov.uk/government/organisations/council-for-catholic-maintained-schools,,,,,,
government-organisation:OT779,,Equality Commission for Northern Ireland,https://www.gov.uk/government/organisations/equality-commission-for-northern-ireland,,,,,,
government-organisation:OT780,,Court of Judicature of Northern Ireland,https://www.gov.uk/government/organisations/court-of-judicature-of-northern-ireland,,,,,,
government-organisation:OT781,,North East Education and Library Board,https://www.gov.uk/government/organisations/north-east-education-and-library-board,,,,,,
government-organisation:OT782,,Zahid Mubarek Inquiry,https://www.gov.uk/government/organisations/zahid-mubarek-inquiry,,,,,,2006-06-29
government-organisation:OT783,,Northern Ireland Legal Services Commission,https://www.gov.uk/government/organisations/northern-ireland-legal-services-commission,,,,,,
government-organisation:OT786,,Adult Learning Inspectorate,https://www.gov.uk/government/organisations/adult-learning-inspectorate,,,,,,2007-04
government-organisation:OT787,,Football Licensing Authority,https://www.gov.uk/government/organisations/football-licensing-authority,,,,,,2010-10-14
government-organisation:OT793,,Food from Britain,https://www.gov.uk/government/organisations/food-from-britain,,,,,,2009-03-31
government-organisation:OT794,,Strategic Rail Authority,https://www.gov.uk/government/organisations/strategic-rail-authority,,,,,,2006-11-30
government-organisation:OT795,,Special EU Programmes Body,https://www.gov.uk/government/organisations/special-eu-programmes-body,,,,,,
government-organisation:OT796,,Business Development Service,https://www.gov.uk/government/organisations/business-development-service,,,,,,2006-04-01
government-organisation:OT798,,Dental Practice Board,https://www.gov.uk/government/organisations/dental-practice-board,,,,,,2006-03-31
government-organisation:OT799,,Dental Vocational Training Authority,https://www.gov.uk/government/organisations/dental-vocational-training-authority,,,,,,2006-03-31
government-organisation:OT800,,Mental Health Act Commission,https://www.gov.uk/government/organisations/mental-health-act-commission,,,,,,2009-04-01
government-organisation:OT801,,NHS Appointments Commission,https://www.gov.uk/government/organisations/nhs-appointments-commission,,,,,,2012-10-31
government-organisation:OT802,,NHS Direct National Health Service Trust,https://www.gov.uk/government/organisations/nhs-direct-national-health-service-trust,,,,,,
government-organisation:OT803,,NHS Institute for Innovation and Improvement,https://www.gov.uk/government/organisations/nhs-institute-for-innovation-and-improvement,,,,,,2013-03-31
government-organisation:OT804,,NHS Logistics Authority,https://www.gov.uk/government/organisations/nhs-logistics-authority,,,,,,2006-01-01
government-organisation:OT805,,NHS Professionals,https://www.gov.uk/government/organisations/nhs-professionals,,,,,,2010-04-01
government-organisation:OT806,,Prescription Pricing Authority,https://www.gov.uk/government/organisations/prescription-pricing-authority,,,,,,2006-04-01
government-organisation:OT807,,Fisheries Conservancy Board for Northern Ireland,https://www.gov.uk/government/organisations/fisheries-conservancy-board-for-northern-ireland,,,,,,
government-organisation:OT809,,General Consumer Council for Northern Ireland,https://www.gov.uk/government/organisations/general-consumer-council-for-northern-ireland,,,,,,
government-organisation:OT811,,H.M. Inspectorate of Court Administration,https://www.gov.uk/government/organisations/hm-inspectorate-of-court-administration,,,,,,2010-12
government-organisation:OT812,,Forensic Science Service,https://www.gov.uk/government/organisations/forensic-science-service,,,,,,2005-12-04
government-organisation:OT814,,Council for Healthcare Regulatory Excellence,https://www.gov.uk/government/organisations/council-for-healthcare-regulatory-excellence,,,,,,2012
government-organisation:OT817,,OGCbuyingsolutions,https://www.gov.uk/government/organisations/ogcbuyingsolutions,,,,,,2010-06-15
government-organisation:OT818,,Disability and Carers Service,https://www.gov.uk/government/organisations/disability-and-carers-service,,,,,,2008
government-organisation:OT819,,Central Police Training and Development Authority,https://www.gov.uk/government/organisations/central-police-training-and-development-authority,,,,,,2007-03-31
government-organisation:OT820,,Northern Ireland Tourist Board,https://www.gov.uk/government/organisations/northern-ireland-tourist-board,,,,,,
government-organisation:OT822,,Commission for Patient and Public Involvement in Health,https://www.gov.uk/government/organisations/commission-for-patient-and-public-involvement-in-health,,,,,,2008-03-31
government-organisation:OT824,,Commission for Social Care Inspection,https://www.gov.uk/government/organisations/commission-for-social-care-inspection,,,,,,
government-organisation:OT825,,Forest Service,https://www.gov.uk/government/organisations/forest-service,,,,,,
government-organisation:OT826,,Public Lending Right Office,https://www.gov.uk/government/organisations/public-lending-right-office,,,,,,2013-10-01
government-organisation:OT827,,Office of the Legal Services Ombudsman,https://www.gov.uk/government/organisations/office-of-the-legal-services-ombudsman,,,,,,2011
government-organisation:OT828,,Northern Ireland Ombudsman,https://www.gov.uk/government/organisations/northern-ireland-ombudsman,,,,,,
government-organisation:OT831,,Roads Service,https://www.gov.uk/government/organisations/roads-service,,,,,,
government-organisation:OT834,,Postal Services Commission,https://www.gov.uk/government/organisations/postal-services-commission,,,,,,2011-10-01
government-organisation:OT837,,Criminal Injuries Compensation Appeals Panel,https://www.gov.uk/government/organisations/criminal-injuries-compensation-appeals-panel,,,,,,
government-organisation:OT838,,Northern Ireland Commissioner for Children and Young People,https://www.gov.uk/government/organisations/northern-ireland-commissioner-for-children-and-young-people,,,,,,
government-organisation:OT840,,Thurrock Thames Gateway Development Corporation,https://www.gov.uk/government/organisations/thurrock-thames-gateway-development-corporation,,,,,,2012-10-31
government-organisation:OT841,,Council for the Central Laboratory of the Research Councils,https://www.gov.uk/government/organisations/council-for-the-central-laboratory-of-the-research-councils,,,,,,2007-04-01
government-organisation:OT845,,Pension Service,https://www.gov.uk/government/organisations/pension-service,,,,,,
government-organisation:OT846,,Central Office of Information,https://www.gov.uk/government/organisations/central-office-of-information,,,,,,2011-12-30
government-organisation:OT849,,Livestock and Meat Commission for Northern Ireland,https://www.gov.uk/government/organisations/livestock-and-meat-commission-for-northern-ireland,,,,,,
government-organisation:OT850,,UK Film Council,https://www.gov.uk/government/organisations/uk-film-council,,,,,,2012-03-31
government-organisation:OT851,,Milk Development Council,https://www.gov.uk/government/organisations/milk-development-council,,,,,,2008-04-01
government-organisation:OT852,,New Opportunities Fund,https://www.gov.uk/government/organisations/new-opportunities-fund,,,,,,2006-11-30
government-organisation:OT856,,Northern Ireland Practice and Education Council,https://www.gov.uk/government/organisations/northern-ireland-practice-and-education-council,,,,,,
government-organisation:OT857,,South Eastern Education and Library Board,https://www.gov.uk/government/organisations/south-eastern-education-and-library-board,,,,,,
government-organisation:OT858,,Western Education and Library Board,https://www.gov.uk/government/organisations/western-education-and-library-board,,,,,,
government-organisation:OT859,,State Veterinary Service,https://www.gov.uk/government/organisations/state-veterinary-service,,,,,,2007
government-organisation:OT861,,Ashington Education Action Zone,https://www.gov.uk/government/organisations/ashington-education-action-zone,,,,,,
government-organisation:OT862,,Loughs Agency,https://www.gov.uk/government/organisations/loughs-agency,,,,,,
government-organisation:OT863,,Northern Health and Social Services Board,https://www.gov.uk/government/organisations/northern-health-and-social-services-board,,,,,,
government-organisation:OT864,,Southern Health and Social Services Board,https://www.gov.uk/government/organisations/southern-health-and-social-services-board,,,,,,
government-organisation:OT865,,Eastern Health and Social Services Board,https://www.gov.uk/government/organisations/eastern-health-and-social-services-board,,,,,,
government-organisation:OT866,,Western Health and Social Services Board,https://www.gov.uk/government/organisations/western-health-and-social-services-board,,,,,,
government-organisation:OT867,,Revenue and Customs Prosecutions Office,https://www.gov.uk/government/organisations/revenue-and-customs-prosecutions-office,,,,,,2010-04
government-organisation:OT868,,National Museums and Galleries of Northern Ireland,https://www.gov.uk/government/organisations/national-museums-and-galleries-of-northern-ireland,,,,,,
government-organisation:OT869,,Waterways Ireland,https://www.gov.uk/government/organisations/waterways-ireland,,,,,,
government-organisation:OT871,,Enterprise Ulster,https://www.gov.uk/government/organisations/enterprise-ulster,,,,,,2006-03-21
government-organisation:OT872,,Pesticides Safety Directorate,https://www.gov.uk/government/organisations/pesticides-safety-directorate,,,,,,2008
government-organisation:OT875,,Particle Physics and Astronomy Research Council,https://www.gov.uk/government/organisations/particle-physics-and-astronomy-research-council,,,,,,2007-04-01
government-organisation:OT876,,Meat and Livestock Commission,https://www.gov.uk/government/organisations/meat-and-livestock-commission,,,,,,2008-04-01
government-organisation:OT877,,Life Sentence Review Commissioners,https://www.gov.uk/government/organisations/life-sentence-review-commissioners,,,,,,
